class,name,n,A_nnz,density_pct,cu_cnnz,man_cnnz,merge_cnnz,merge2_cnnz,cnnz_gap_pct,buf2,cu_we,cu_compute,cu_copy,cu_d2h,cu_kernel,cu_time,cu_write,man_count,man_fill,man_kernel,man_time,merge_time,merge2_time,man_write,phases
Mildly sparse,can_1054,1054,12196,1.097832779436069,60248,60248,60248,60248,0.0,,0.07099999999996953,0.25900000000001455,0.060000000000002274,0.7590000000000146,0.38999999999998636,1.331,,,,,1.617,1.812,1.156,,"{('cu', 'start'): 471.07, ('cu', 'h2dmalloc'): 471.136, ('cu', 'h2d'): 471.156, ('cu', 'workest'): 471.227, ('cu', 'compute'): 471.486, ('cu', 'copy'): 471.546, ('cu', 'pack'): 471.565, ('cu', 'd2h'): 472.324, ('gust', 'start'): 472.65, ('gust', 'h2d'): 472.728, ('gust', 'count'): 472.754, ('gust', 'scan'): 472.795, ('gust', 'expand'): 472.931, ('gust', 'sort'): 473.177, ('gust', 'reduce'): 473.28, ('gust', 'final'): 473.397, ('gust', 'pack'): 473.419, ('gust', 'd2h'): 474.123, ('merge', 'start'): 474.564, ('merge', 'h2d'): 474.654, ('merge', 'count'): 474.682, ('merge', 'scan'): 474.726, ('merge', 'expand'): 474.881, ('merge', 'merge'): 475.42, ('merge', 'final'): 475.465, ('merge', 'compact'): 475.493, ('merge', 'pack'): 475.514, ('merge', 'd2h'): 476.233, ('mrg2', 'start'): 476.629, ('mrg2', 'h2d'): 476.711, ('mrg2', 'count'): 476.739, ('mrg2', 'scan'): 476.78, ('mrg2', 'merge'): 476.927, ('mrg2', 'final'): 476.964, ('mrg2', 'compact'): 476.991, ('mrg2', 'pack'): 477.01, ('mrg2', 'd2h'): 477.691}"
Mildly sparse,can_1072,1072,12444,1.0828553129873024,62316,62316,62316,62316,0.0,,0.07200000000000273,0.26099999999996726,0.06400000000002137,0.8029999999999973,0.39699999999999136,1.392,,,,,1.673,1.938,1.201,,"{('cu', 'start'): 499.015, ('cu', 'h2dmalloc'): 499.083, ('cu', 'h2d'): 499.105, ('cu', 'workest'): 499.177, ('cu', 'compute'): 499.438, ('cu', 'copy'): 499.502, ('cu', 'pack'): 499.523, ('cu', 'd2h'): 500.326, ('gust', 'start'): 500.674, ('gust', 'h2d'): 500.759, ('gust', 'count'): 500.787, ('gust', 'scan'): 500.852, ('gust', 'expand'): 500.946, ('gust', 'sort'): 501.21, ('gust', 'reduce'): 501.316, ('gust', 'final'): 501.436, ('gust', 'pack'): 501.459, ('gust', 'd2h'): 502.202, ('merge', 'start'): 502.605, ('merge', 'h2d'): 502.685, ('merge', 'count'): 502.712, ('merge', 'scan'): 502.753, ('merge', 'expand'): 502.917, ('merge', 'merge'): 503.513, ('merge', 'final'): 503.558, ('merge', 'compact'): 503.687, ('merge', 'pack'): 503.71, ('merge', 'd2h'): 504.445, ('mrg2', 'start'): 504.799, ('mrg2', 'h2d'): 504.888, ('mrg2', 'count'): 504.917, ('mrg2', 'scan'): 504.957, ('mrg2', 'merge'): 505.106, ('mrg2', 'final'): 505.141, ('mrg2', 'compact'): 505.169, ('mrg2', 'pack'): 505.188, ('mrg2', 'd2h'): 505.901}"
Mildly sparse,bcsstk19,817,6853,1.0266835857969194,18305,18305,18305,18305,0.0,,0.07499999999998863,0.15699999999998226,0.06300000000004502,0.7820000000000391,0.2950000000000159,1.26,,,,,1.361,1.22,1.156,,"{('cu', 'start'): 476.11, ('cu', 'h2dmalloc'): 476.171, ('cu', 'h2d'): 476.192, ('cu', 'workest'): 476.267, ('cu', 'compute'): 476.424, ('cu', 'copy'): 476.487, ('cu', 'pack'): 476.508, ('cu', 'd2h'): 477.29, ('gust', 'start'): 477.648, ('gust', 'h2d'): 477.745, ('gust', 'count'): 477.771, ('gust', 'scan'): 477.817, ('gust', 'expand'): 477.844, ('gust', 'sort'): 477.975, ('gust', 'reduce'): 478.021, ('gust', 'final'): 478.077, ('gust', 'pack'): 478.096, ('gust', 'd2h'): 478.905, ('merge', 'start'): 479.268, ('merge', 'h2d'): 479.356, ('merge', 'count'): 479.381, ('merge', 'scan'): 479.425, ('merge', 'expand'): 479.464, ('merge', 'merge'): 479.536, ('merge', 'final'): 479.576, ('merge', 'compact'): 479.602, ('merge', 'pack'): 479.621, ('merge', 'd2h'): 480.381, ('mrg2', 'start'): 480.742, ('mrg2', 'h2d'): 480.83, ('mrg2', 'count'): 480.855, ('mrg2', 'scan'): 480.898, ('mrg2', 'merge'): 480.945, ('mrg2', 'final'): 480.98, ('mrg2', 'compact'): 481.007, ('mrg2', 'pack'): 481.025, ('mrg2', 'd2h'): 481.8}"
Highly sparse,bcsstm12,1473,19659,0.9060578533079476,53615,53615,53615,53615,0.0,,0.06999999999999318,0.25200000000000955,0.05299999999999727,1.0419999999999732,0.375,1.601,,,,,1.908,1.92,1.468,,"{('cu', 'start'): 488.435, ('cu', 'h2dmalloc'): 488.498, ('cu', 'h2d'): 488.535, ('cu', 'workest'): 488.605, ('cu', 'compute'): 488.857, ('cu', 'copy'): 488.91, ('cu', 'pack'): 488.925, ('cu', 'd2h'): 489.967, ('gust', 'start'): 490.296, ('gust', 'h2d'): 490.394, ('gust', 'count'): 490.417, ('gust', 'scan'): 490.458, ('gust', 'expand'): 490.561, ('gust', 'sort'): 490.807, ('gust', 'reduce'): 490.943, ('gust', 'final'): 491.088, ('gust', 'pack'): 491.108, ('gust', 'd2h'): 492.069, ('merge', 'start'): 492.473, ('merge', 'h2d'): 492.574, ('merge', 'count'): 492.6, ('merge', 'scan'): 492.652, ('merge', 'expand'): 492.806, ('merge', 'merge'): 493.056, ('merge', 'final'): 493.144, ('merge', 'compact'): 493.252, ('merge', 'pack'): 493.27, ('merge', 'd2h'): 494.303, ('mrg2', 'start'): 494.659, ('mrg2', 'h2d'): 494.759, ('mrg2', 'count'): 494.783, ('mrg2', 'scan'): 494.822, ('mrg2', 'merge'): 494.976, ('mrg2', 'final'): 495.009, ('mrg2', 'compact'): 495.081, ('mrg2', 'pack'): 495.098, ('mrg2', 'd2h'): 496.044}"
Highly sparse,bcsstm03,112,112,0.8928571428571428,112,112,112,112,0.0,,0.06500000000005457,0.14599999999995816,0.04200000000003001,0.7459999999999809,0.25300000000004275,1.146,,,,,1.085,0.983,0.987,,"{('cu', 'start'): 490.438, ('cu', 'h2dmalloc'): 490.497, ('cu', 'h2d'): 490.506, ('cu', 'workest'): 490.571, ('cu', 'compute'): 490.717, ('cu', 'copy'): 490.759, ('cu', 'pack'): 490.773, ('cu', 'd2h'): 491.519, ('gust', 'start'): 491.838, ('gust', 'h2d'): 491.904, ('gust', 'count'): 491.924, ('gust', 'scan'): 491.962, ('gust', 'expand'): 491.979, ('gust', 'sort'): 492.021, ('gust', 'reduce'): 492.056, ('gust', 'final'): 492.103, ('gust', 'pack'): 492.117, ('gust', 'd2h'): 492.842, ('merge', 'start'): 493.17, ('merge', 'h2d'): 493.234, ('merge', 'count'): 493.253, ('merge', 'scan'): 493.289, ('merge', 'expand'): 493.305, ('merge', 'merge'): 493.322, ('merge', 'final'): 493.355, ('merge', 'compact'): 493.384, ('merge', 'pack'): 493.399, ('merge', 'd2h'): 494.077, ('mrg2', 'start'): 494.419, ('mrg2', 'h2d'): 494.485, ('mrg2', 'count'): 494.503, ('mrg2', 'scan'): 494.538, ('mrg2', 'merge'): 494.557, ('mrg2', 'final'): 494.583, ('mrg2', 'compact'): 494.605, ('mrg2', 'pack'): 494.618, ('mrg2', 'd2h'): 495.321}"
Highly sparse,bcspwr05,443,1623,0.8270105834934192,4249,4249,4249,4249,0.0,,0.05299999999999727,0.160000000000025,0.04499999999995907,0.6120000000000232,0.25799999999998136,1.02,,,,,1.077,0.936,0.908,,"{('cu', 'start'): 475.896, ('cu', 'h2dmalloc'): 475.953, ('cu', 'h2d'): 475.964, ('cu', 'workest'): 476.017, ('cu', 'compute'): 476.177, ('cu', 'copy'): 476.222, ('cu', 'pack'): 476.236, ('cu', 'd2h'): 476.848, ('gust', 'start'): 477.173, ('gust', 'h2d'): 477.242, ('gust', 'count'): 477.263, ('gust', 'scan'): 477.301, ('gust', 'expand'): 477.321, ('gust', 'sort'): 477.43, ('gust', 'reduce'): 477.465, ('gust', 'final'): 477.515, ('gust', 'pack'): 477.529, ('gust', 'd2h'): 478.164, ('merge', 'start'): 478.497, ('merge', 'h2d'): 478.563, ('merge', 'count'): 478.583, ('merge', 'scan'): 478.62, ('merge', 'expand'): 478.643, ('merge', 'merge'): 478.693, ('merge', 'final'): 478.727, ('merge', 'compact'): 478.748, ('merge', 'pack'): 478.763, ('merge', 'd2h'): 479.35, ('mrg2', 'start'): 479.677, ('mrg2', 'h2d'): 479.744, ('mrg2', 'count'): 479.763, ('mrg2', 'scan'): 479.798, ('mrg2', 'merge'): 479.833, ('mrg2', 'final'): 479.862, ('mrg2', 'compact'): 479.883, ('mrg2', 'pack'): 479.897, ('mrg2', 'd2h'): 480.502}"
Highly sparse,bcsstk26,1922,30336,0.8212049319939666,92530,92530,92530,92530,0.0,,0.060000000000002274,0.28799999999995407,0.06200000000001182,0.8629999999999995,0.40999999999996817,1.554,,,,,1.826,1.923,1.363,,"{('cu', 'start'): 490.355, ('cu', 'h2dmalloc'): 490.414, ('cu', 'h2d'): 490.439, ('cu', 'workest'): 490.499, ('cu', 'compute'): 490.787, ('cu', 'copy'): 490.849, ('cu', 'pack'): 490.916, ('cu', 'd2h'): 491.779, ('gust', 'start'): 492.165, ('gust', 'h2d'): 492.245, ('gust', 'count'): 492.269, ('gust', 'scan'): 492.307, ('gust', 'expand'): 492.466, ('gust', 'sort'): 492.719, ('gust', 'reduce'): 492.857, ('gust', 'final'): 493.112, ('gust', 'pack'): 493.129, ('gust', 'd2h'): 493.902, ('merge', 'start'): 494.244, ('merge', 'h2d'): 494.324, ('merge', 'count'): 494.348, ('merge', 'scan'): 494.384, ('merge', 'expand'): 494.597, ('merge', 'merge'): 495.031, ('merge', 'final'): 495.174, ('merge', 'compact'): 495.295, ('merge', 'pack'): 495.312, ('merge', 'd2h'): 496.08, ('mrg2', 'start'): 496.419, ('mrg2', 'h2d'): 496.498, ('mrg2', 'count'): 496.523, ('mrg2', 'scan'): 496.559, ('mrg2', 'merge'): 496.781, ('mrg2', 'final'): 496.821, ('mrg2', 'compact'): 496.945, ('mrg2', 'pack'): 496.962, ('mrg2', 'd2h'): 497.695}"
Highly sparse,bcsstk33,8738,591904,0.775223972597465,2569536,2569536,2569536,2569536,0.0,,0.3300000000000409,2.326000000000022,0.23299999999994725,9.347999999999956,2.88900000000001,13.256,,,,,17.944,30.016,12.829,,"{('cu', 'start'): 751.156, ('cu', 'h2dmalloc'): 751.253, ('cu', 'h2d'): 751.781, ('cu', 'workest'): 752.111, ('cu', 'compute'): 754.437, ('cu', 'copy'): 754.67, ('cu', 'pack'): 754.745, ('cu', 'd2h'): 764.093, ('gust', 'start'): 766.399, ('gust', 'h2d'): 767.032, ('gust', 'count'): 767.226, ('gust', 'scan'): 767.279, ('gust', 'expand'): 768.062, ('gust', 'sort'): 773.561, ('gust', 'reduce'): 774.141, ('gust', 'final'): 775.106, ('gust', 'pack'): 775.182, ('gust', 'd2h'): 783.877, ('merge', 'start'): 786.325, ('merge', 'h2d'): 786.962, ('merge', 'count'): 787.155, ('merge', 'scan'): 787.205, ('merge', 'expand'): 789.57, ('merge', 'merge'): 806.443, ('merge', 'final'): 806.799, ('merge', 'compact'): 807.156, ('merge', 'pack'): 807.228, ('merge', 'd2h'): 815.898, ('mrg2', 'start'): 818.302, ('mrg2', 'h2d'): 818.924, ('mrg2', 'count'): 819.115, ('mrg2', 'scan'): 819.164, ('mrg2', 'merge'): 821.589, ('mrg2', 'final'): 821.634, ('mrg2', 'compact'): 822.002, ('mrg2', 'pack'): 822.075, ('mrg2', 'd2h'): 830.753}"
Highly sparse,bcsstm04,132,132,0.7575757575757576,132,132,132,132,0.0,,0.06499999999999773,0.146000000000015,0.047000000000025466,0.742999999999995,0.2580000000000382,1.153,,,,,1.099,1.016,1.021,,"{('cu', 'start'): 483.721, ('cu', 'h2dmalloc'): 483.779, ('cu', 'h2d'): 483.789, ('cu', 'workest'): 483.854, ('cu', 'compute'): 484.0, ('cu', 'copy'): 484.047, ('cu', 'pack'): 484.062, ('cu', 'd2h'): 484.805, ('gust', 'start'): 485.129, ('gust', 'h2d'): 485.197, ('gust', 'count'): 485.217, ('gust', 'scan'): 485.254, ('gust', 'expand'): 485.278, ('gust', 'sort'): 485.32, ('gust', 'reduce'): 485.355, ('gust', 'final'): 485.403, ('gust', 'pack'): 485.417, ('gust', 'd2h'): 486.145, ('merge', 'start'): 486.486, ('merge', 'h2d'): 486.553, ('merge', 'count'): 486.572, ('merge', 'scan'): 486.609, ('merge', 'expand'): 486.626, ('merge', 'merge'): 486.644, ('merge', 'final'): 486.678, ('merge', 'compact'): 486.7, ('merge', 'pack'): 486.714, ('merge', 'd2h'): 487.419, ('mrg2', 'start'): 487.751, ('mrg2', 'h2d'): 487.817, ('mrg2', 'count'): 487.836, ('mrg2', 'scan'): 487.871, ('mrg2', 'merge'): 487.891, ('mrg2', 'final'): 487.918, ('mrg2', 'compact'): 487.94, ('mrg2', 'pack'): 487.954, ('mrg2', 'd2h'): 488.692}"
Highly sparse,bcsstk15,3948,117816,0.7558750073139261,527688,527688,527688,527688,0.0,,0.2540000000000191,0.7269999999999754,0.1550000000000864,2.26400000000001,1.136000000000081,3.84,,,,,4.155,5.863,3.409,,"{('cu', 'start'): 551.273, ('cu', 'h2dmalloc'): 551.342, ('cu', 'h2d'): 551.497, ('cu', 'workest'): 551.751, ('cu', 'compute'): 552.478, ('cu', 'copy'): 552.633, ('cu', 'pack'): 552.702, ('cu', 'd2h'): 554.966, ('gust', 'start'): 555.588, ('gust', 'h2d'): 555.809, ('gust', 'count'): 555.863, ('gust', 'scan'): 555.909, ('gust', 'expand'): 556.182, ('gust', 'sort'): 556.901, ('gust', 'reduce'): 557.083, ('gust', 'final'): 557.473, ('gust', 'pack'): 557.546, ('gust', 'd2h'): 559.5, ('merge', 'start'): 560.229, ('merge', 'h2d'): 560.443, ('merge', 'count'): 560.496, ('merge', 'scan'): 560.541, ('merge', 'expand'): 560.956, ('merge', 'merge'): 562.317, ('merge', 'final'): 562.55, ('merge', 'compact'): 562.879, ('merge', 'pack'): 562.979, ('merge', 'd2h'): 565.747, ('mrg2', 'start'): 566.699, ('mrg2', 'h2d'): 566.967, ('mrg2', 'count'): 567.023, ('mrg2', 'scan'): 567.073, ('mrg2', 'merge'): 567.55, ('mrg2', 'final'): 567.586, ('mrg2', 'compact'): 567.823, ('mrg2', 'pack'): 567.897, ('mrg2', 'd2h'): 569.869}"
Highly sparse,bcsstm22,138,138,0.7246376811594203,138,138,138,138,0.0,,0.06999999999999318,0.14699999999999136,0.04599999999999227,0.83299999999997,0.2629999999999768,1.254,,,,,1.224,1.179,1.155,,"{('cu', 'start'): 499.577, ('cu', 'h2dmalloc'): 499.639, ('cu', 'h2d'): 499.648, ('cu', 'workest'): 499.718, ('cu', 'compute'): 499.865, ('cu', 'copy'): 499.911, ('cu', 'pack'): 499.927, ('cu', 'd2h'): 500.76, ('gust', 'start'): 501.088, ('gust', 'h2d'): 501.161, ('gust', 'count'): 501.181, ('gust', 'scan'): 501.221, ('gust', 'expand'): 501.24, ('gust', 'sort'): 501.282, ('gust', 'reduce'): 501.317, ('gust', 'final'): 501.367, ('gust', 'pack'): 501.38, ('gust', 'd2h'): 502.227, ('merge', 'start'): 502.57, ('merge', 'h2d'): 502.64, ('merge', 'count'): 502.659, ('merge', 'scan'): 502.697, ('merge', 'expand'): 502.715, ('merge', 'merge'): 502.734, ('merge', 'final'): 502.768, ('merge', 'compact'): 502.791, ('merge', 'pack'): 502.806, ('merge', 'd2h'): 503.663, ('mrg2', 'start'): 503.999, ('mrg2', 'h2d'): 504.084, ('mrg2', 'count'): 504.108, ('mrg2', 'scan'): 504.155, ('mrg2', 'merge'): 504.18, ('mrg2', 'final'): 504.211, ('mrg2', 'compact'): 504.233, ('mrg2', 'pack'): 504.248, ('mrg2', 'd2h'): 505.069}"
Highly sparse,bp_1600,822,4841,0.7164591732229859,23625,23625,23625,23625,0.0,,0.06700000000000728,0.16499999999996362,0.051000000000044565,0.6639999999999873,0.28300000000001546,1.12,,,,,1.175,17.96,2.305,,"{('cu', 'start'): 519.531, ('cu', 'h2dmalloc'): 519.592, ('cu', 'h2d'): 519.609, ('cu', 'workest'): 519.676, ('cu', 'compute'): 519.841, ('cu', 'copy'): 519.892, ('cu', 'pack'): 519.915, ('cu', 'd2h'): 520.579, ('gust', 'start'): 520.911, ('gust', 'h2d'): 520.99, ('gust', 'count'): 521.023, ('gust', 'scan'): 521.062, ('gust', 'expand'): 521.112, ('gust', 'sort'): 521.238, ('gust', 'reduce'): 521.278, ('gust', 'final'): 521.33, ('gust', 'pack'): 521.345, ('gust', 'd2h'): 521.997, ('merge', 'start'): 522.339, ('merge', 'h2d'): 522.412, ('merge', 'count'): 522.444, ('merge', 'scan'): 522.481, ('merge', 'expand'): 522.726, ('merge', 'merge'): 539.331, ('merge', 'final'): 539.375, ('merge', 'compact'): 539.397, ('merge', 'pack'): 539.412, ('merge', 'd2h'): 540.201, ('mrg2', 'start'): 540.563, ('mrg2', 'h2d'): 540.645, ('mrg2', 'count'): 540.677, ('mrg2', 'scan'): 540.714, ('mrg2', 'merge'): 541.961, ('mrg2', 'final'): 541.995, ('mrg2', 'compact'): 542.017, ('mrg2', 'pack'): 542.033, ('mrg2', 'd2h'): 542.776}"
Highly sparse,bp_1400,822,4790,0.7089112662132002,23154,23154,23154,23154,0.0,,0.06499999999994088,0.1650000000000773,0.04899999999997817,0.6829999999999927,0.27899999999999636,1.13,,,,,1.176,18.325,2.323,,"{('cu', 'start'): 523.878, ('cu', 'h2dmalloc'): 523.943, ('cu', 'h2d'): 523.96, ('cu', 'workest'): 524.025, ('cu', 'compute'): 524.19, ('cu', 'copy'): 524.239, ('cu', 'pack'): 524.254, ('cu', 'd2h'): 524.937, ('gust', 'start'): 525.262, ('gust', 'h2d'): 525.337, ('gust', 'count'): 525.369, ('gust', 'scan'): 525.419, ('gust', 'expand'): 525.469, ('gust', 'sort'): 525.594, ('gust', 'reduce'): 525.632, ('gust', 'final'): 525.685, ('gust', 'pack'): 525.699, ('gust', 'd2h'): 526.344, ('merge', 'start'): 526.69, ('merge', 'h2d'): 526.765, ('merge', 'count'): 526.798, ('merge', 'scan'): 526.835, ('merge', 'expand'): 527.08, ('merge', 'merge'): 544.037, ('merge', 'final'): 544.086, ('merge', 'compact'): 544.109, ('merge', 'pack'): 544.125, ('merge', 'd2h'): 544.919, ('mrg2', 'start'): 545.282, ('mrg2', 'h2d'): 545.362, ('mrg2', 'count'): 545.394, ('mrg2', 'scan'): 545.44, ('mrg2', 'merge'): 546.664, ('mrg2', 'final'): 546.695, ('mrg2', 'compact'): 546.718, ('mrg2', 'pack'): 546.733, ('mrg2', 'd2h'): 547.513}"
Highly sparse,bp_1200,822,4726,0.6994393829068026,22313,22313,22313,22313,0.0,,0.06399999999996453,0.1650000000000773,0.04899999999997817,0.69399999999996,0.27800000000002,1.139,,,,,1.193,18.48,2.289,,"{('cu', 'start'): 523.825, ('cu', 'h2dmalloc'): 523.888, ('cu', 'h2d'): 523.904, ('cu', 'workest'): 523.968, ('cu', 'compute'): 524.133, ('cu', 'copy'): 524.182, ('cu', 'pack'): 524.197, ('cu', 'd2h'): 524.891, ('gust', 'start'): 525.227, ('gust', 'h2d'): 525.302, ('gust', 'count'): 525.334, ('gust', 'scan'): 525.373, ('gust', 'expand'): 525.425, ('gust', 'sort'): 525.549, ('gust', 'reduce'): 525.587, ('gust', 'final'): 525.637, ('gust', 'pack'): 525.652, ('gust', 'd2h'): 526.331, ('merge', 'start'): 526.671, ('merge', 'h2d'): 526.749, ('merge', 'count'): 526.781, ('merge', 'scan'): 526.819, ('merge', 'expand'): 527.065, ('merge', 'merge'): 544.198, ('merge', 'final'): 544.243, ('merge', 'compact'): 544.265, ('merge', 'pack'): 544.282, ('merge', 'd2h'): 545.048, ('mrg2', 'start'): 545.419, ('mrg2', 'h2d'): 545.503, ('mrg2', 'count'): 545.535, ('mrg2', 'scan'): 545.574, ('mrg2', 'merge'): 546.812, ('mrg2', 'final'): 546.845, ('mrg2', 'compact'): 546.869, ('mrg2', 'pack'): 546.885, ('mrg2', 'd2h'): 547.615}"
Highly sparse,685_bus,685,3249,0.6924183494059353,9337,9337,9337,9337,0.0,,0.07099999999996953,0.15300000000002,0.049000000000035016,0.6910000000000309,0.27300000000002456,1.122,,,,,1.146,1.058,1.05,,"{('cu', 'start'): 487.137, ('cu', 'h2dmalloc'): 487.196, ('cu', 'h2d'): 487.209, ('cu', 'workest'): 487.28, ('cu', 'compute'): 487.433, ('cu', 'copy'): 487.482, ('cu', 'pack'): 487.496, ('cu', 'd2h'): 488.187, ('gust', 'start'): 488.512, ('gust', 'h2d'): 488.582, ('gust', 'count'): 488.603, ('gust', 'scan'): 488.639, ('gust', 'expand'): 488.659, ('gust', 'sort'): 488.769, ('gust', 'reduce'): 488.806, ('gust', 'final'): 488.857, ('gust', 'pack'): 488.871, ('gust', 'd2h'): 489.575, ('merge', 'start'): 489.908, ('merge', 'h2d'): 489.978, ('merge', 'count'): 489.998, ('merge', 'scan'): 490.034, ('merge', 'expand'): 490.062, ('merge', 'merge'): 490.135, ('merge', 'final'): 490.168, ('merge', 'compact'): 490.19, ('merge', 'pack'): 490.204, ('merge', 'd2h'): 490.886, ('mrg2', 'start'): 491.213, ('mrg2', 'h2d'): 491.309, ('mrg2', 'count'): 491.331, ('mrg2', 'scan'): 491.367, ('mrg2', 'merge'): 491.412, ('mrg2', 'final'): 491.441, ('mrg2', 'compact'): 491.463, ('mrg2', 'pack'): 491.477, ('mrg2', 'd2h'): 492.174}"
Highly sparse,bp_1000,822,4661,0.6898195014237425,21373,21373,21373,21373,0.0,,0.10900000000003729,0.19099999999991724,0.06400000000007822,1.294999999999959,0.36400000000003274,1.956,,,,,1.974,19.306,3.267,,"{('cu', 'start'): 600.75, ('cu', 'h2dmalloc'): 600.873, ('cu', 'h2d'): 600.904, ('cu', 'workest'): 601.013, ('cu', 'compute'): 601.204, ('cu', 'copy'): 601.268, ('cu', 'pack'): 601.292, ('cu', 'd2h'): 602.587, ('gust', 'start'): 603.191, ('gust', 'h2d'): 603.316, ('gust', 'count'): 603.36, ('gust', 'scan'): 603.425, ('gust', 'expand'): 603.485, ('gust', 'sort'): 603.626, ('gust', 'reduce'): 603.681, ('gust', 'final'): 603.754, ('gust', 'pack'): 603.779, ('gust', 'd2h'): 605.019, ('merge', 'start'): 605.605, ('merge', 'h2d'): 605.746, ('merge', 'count'): 605.793, ('merge', 'scan'): 605.848, ('merge', 'expand'): 606.095, ('merge', 'merge'): 622.944, ('merge', 'final'): 623.109, ('merge', 'compact'): 623.154, ('merge', 'pack'): 623.183, ('merge', 'd2h'): 624.704, ('mrg2', 'start'): 625.419, ('mrg2', 'h2d'): 625.605, ('mrg2', 'count'): 625.658, ('mrg2', 'scan'): 625.721, ('mrg2', 'merge'): 626.949, ('mrg2', 'final'): 627.037, ('mrg2', 'compact'): 627.076, ('mrg2', 'pack'): 627.103, ('mrg2', 'd2h'): 628.507}"
Highly sparse,494_bus,494,1666,0.6826861610582045,4062,4062,4062,4062,0.0,,0.06299999999998818,0.15100000000001046,0.04499999999995907,0.7130000000000223,0.2589999999999577,1.12,,,,,1.16,1.048,1.016,,"{('cu', 'start'): 490.317, ('cu', 'h2dmalloc'): 490.374, ('cu', 'h2d'): 490.386, ('cu', 'workest'): 490.449, ('cu', 'compute'): 490.6, ('cu', 'copy'): 490.645, ('cu', 'pack'): 490.659, ('cu', 'd2h'): 491.372, ('gust', 'start'): 491.69, ('gust', 'h2d'): 491.76, ('gust', 'count'): 491.781, ('gust', 'scan'): 491.819, ('gust', 'expand'): 491.839, ('gust', 'sort'): 491.946, ('gust', 'reduce'): 491.984, ('gust', 'final'): 492.033, ('gust', 'pack'): 492.048, ('gust', 'd2h'): 492.769, ('merge', 'start'): 493.099, ('merge', 'h2d'): 493.167, ('merge', 'count'): 493.189, ('merge', 'scan'): 493.235, ('merge', 'expand'): 493.26, ('merge', 'merge'): 493.306, ('merge', 'final'): 493.339, ('merge', 'compact'): 493.361, ('merge', 'pack'): 493.375, ('merge', 'd2h'): 494.069, ('mrg2', 'start'): 494.447, ('mrg2', 'h2d'): 494.519, ('mrg2', 'count'): 494.539, ('mrg2', 'scan'): 494.576, ('mrg2', 'merge'): 494.615, ('mrg2', 'final'): 494.643, ('mrg2', 'compact'): 494.663, ('mrg2', 'pack'): 494.677, ('mrg2', 'd2h'): 495.383}"
Highly sparse,bp_800,822,4534,0.6710237329876096,20224,20224,20224,20224,0.0,,0.07299999999997908,0.17300000000000182,0.055000000000063665,0.7160000000000082,0.30100000000004457,1.214,,,,,1.257,17.656,2.34,,"{('cu', 'start'): 528.629, ('cu', 'h2dmalloc'): 528.703, ('cu', 'h2d'): 528.722, ('cu', 'workest'): 528.795, ('cu', 'compute'): 528.968, ('cu', 'copy'): 529.023, ('cu', 'pack'): 529.043, ('cu', 'd2h'): 529.759, ('gust', 'start'): 530.099, ('gust', 'h2d'): 530.182, ('gust', 'count'): 530.218, ('gust', 'scan'): 530.26, ('gust', 'expand'): 530.316, ('gust', 'sort'): 530.443, ('gust', 'reduce'): 530.491, ('gust', 'final'): 530.546, ('gust', 'pack'): 530.565, ('gust', 'd2h'): 531.254, ('merge', 'start'): 531.608, ('merge', 'h2d'): 531.69, ('merge', 'count'): 531.726, ('merge', 'scan'): 531.768, ('merge', 'expand'): 532.007, ('merge', 'merge'): 548.258, ('merge', 'final'): 548.308, ('merge', 'compact'): 548.335, ('merge', 'pack'): 548.355, ('merge', 'd2h'): 549.157, ('mrg2', 'start'): 549.528, ('mrg2', 'h2d'): 549.615, ('mrg2', 'count'): 549.65, ('mrg2', 'scan'): 549.709, ('mrg2', 'merge'): 550.911, ('mrg2', 'final'): 550.952, ('mrg2', 'compact'): 550.977, ('mrg2', 'pack'): 550.998, ('mrg2', 'd2h'): 551.761}"
Highly sparse,bcsstm05,153,153,0.6535947712418301,153,153,153,153,0.0,,0.06799999999998363,0.15300000000002,0.04499999999995907,0.75,0.2659999999999627,1.166,,,,,1.114,1.07,1.085,,"{('cu', 'start'): 481.453, ('cu', 'h2dmalloc'): 481.514, ('cu', 'h2d'): 481.523, ('cu', 'workest'): 481.591, ('cu', 'compute'): 481.744, ('cu', 'copy'): 481.789, ('cu', 'pack'): 481.804, ('cu', 'd2h'): 482.554, ('gust', 'start'): 482.872, ('gust', 'h2d'): 482.939, ('gust', 'count'): 482.961, ('gust', 'scan'): 482.998, ('gust', 'expand'): 483.021, ('gust', 'sort'): 483.063, ('gust', 'reduce'): 483.098, ('gust', 'final'): 483.145, ('gust', 'pack'): 483.159, ('gust', 'd2h'): 483.899, ('merge', 'start'): 484.246, ('merge', 'h2d'): 484.315, ('merge', 'count'): 484.335, ('merge', 'scan'): 484.373, ('merge', 'expand'): 484.391, ('merge', 'merge'): 484.409, ('merge', 'final'): 484.442, ('merge', 'compact'): 484.464, ('merge', 'pack'): 484.478, ('merge', 'd2h'): 485.235, ('mrg2', 'start'): 485.567, ('mrg2', 'h2d'): 485.636, ('mrg2', 'count'): 485.655, ('mrg2', 'scan'): 485.692, ('mrg2', 'merge'): 485.711, ('mrg2', 'final'): 485.739, ('mrg2', 'compact'): 485.761, ('mrg2', 'pack'): 485.775, ('mrg2', 'd2h'): 486.57}"
